incident_id,datetime,area,crime_type,reporter_source,num_offenders,severity,population_density,socio_econ_index,hour,dayofweek,incident_next_24h
WOM102612,2023-04-17 07:17:00,Delhi Central,Rape,Police_Report,3,4,11257,57.8,7,0,0
WOM102613,2023-02-07 21:35:00,Bhopal North,Domestic Violence,Police_Report,1,5,11484,47.5,21,1,1
WOM102614,2023-11-26 03:18:00,Bhopal North,Assault,Police_Report,5,4,15362,48.4,3,6,1
WOM102615,2023-10-18 20:15:00,Lucknow Central,Harassment,Police_Report,2,4,7191,59.0,20,2,0
WOM102616,2023-11-30 21:28:00,Bhopal North,Molestation,Police_Report,4,3,11261,75.5,21,3,1
WOM102617,2023-06-13 12:29:00,Jaipur South,Assault,Police_Report,1,5,9317,56.0,12,1,0
WOM102618,2023-03-27 11:46:00,Pune North,Assault,Social_Media,1,5,14205,57.0,11,0,0
WOM102619,2023-11-21 21:15:00,Kolkata North,Domestic Violence,Social_Media,2,4,12068,43.1,21,1,1
WOM102620,2023-07-28 16:06:00,Jaipur South,Harassment,Police_Report,2,2,13372,46.5,16,4,0
WOM102621,2023-01-02 13:37:00,Mumbai South,Rape,Social_Media,2,2,16928,0.3,13,0,0
WOM102622,2023-07-21 01:08:00,Mumbai South,Harassment,Police_Report,3,5,12793,35.9,1,4,0
WOM102623,2023-03-19 13:55:00,Bhopal North,Domestic Violence,Police_Report,1,5,16385,34.0,13,6,0
WOM102624,2023-01-19 12:14:00,Kolkata North,Abduction,Police_Report,2,4,6760,33.6,12,3,0
WOM102625,2023-08-27 14:07:00,Pune North,Abduction,Police_Report,1,4,6161,44.3,14,6,1
WOM102626,2023-07-22 09:44:00,Delhi Central,Assault,Police_Report,3,3,17297,45.9,9,5,0
WOM102627,2023-12-06 12:26:00,Jaipur South,Harassment,Social_Media,4,4,13120,34.0,12,2,1
WOM102628,2023-03-24 08:21:00,Pune North,Assault,News,2,4,14384,68.9,8,4,0
WOM102629,2023-03-30 20:07:00,Bengaluru East,Assault,Police_Report,2,2,16678,59.0,20,3,1
WOM102630,2023-01-25 03:33:00,Chennai Central,Abduction,Police_Report,2,2,8971,53.1,3,2,1
WOM102631,2023-10-20 08:03:00,Bhopal North,Harassment,Police_Report,2,2,9537,59.7,8,4,0
WOM102632,2023-08-24 02:20:00,Delhi Central,Harassment,Police_Report,3,2,15284,24.2,2,3,1
WOM102633,2023-12-15 07:50:00,Bengaluru East,Harassment,Police_Report,1,4,10618,23.8,7,4,1
WOM102634,2023-09-14 19:56:00,Delhi Central,Domestic Violence,News,3,5,9774,68.3,19,3,0
WOM102635,2023-05-30 03:24:00,Delhi Central,Harassment,Police_Report,4,2,6920,85.7,3,1,0
WOM102636,2023-03-26 19:18:00,Bhopal North,Rape,Social_Media,2,3,15575,50.8,19,6,1
WOM102637,2023-08-03 22:41:00,Delhi Central,Domestic Violence,Police_Report,2,3,9825,83.8,22,3,1
WOM102638,2023-04-18 09:06:00,Pune North,Domestic Violence,Social_Media,2,4,15522,50.0,9,1,1
WOM102639,2023-06-20 15:39:00,Pune North,Rape,News,2,3,13978,39.4,15,1,0
WOM102640,2023-11-29 04:36:00,Bengaluru East,Harassment,Social_Media,2,2,17573,64.7,4,2,0
WOM102641,2023-07-13 19:07:00,Mumbai South,Rape,News,2,5,5238,17.7,19,3,0
WOM102642,2023-08-04 02:15:00,Kolkata North,Abduction,Police_Report,2,5,527,41.2,2,4,0
WOM102643,2023-08-08 18:40:00,Jaipur South,Rape,Police_Report,1,2,19016,37.6,18,1,1
WOM102644,2023-08-22 11:47:00,Jaipur South,Rape,Social_Media,1,3,16046,32.0,11,1,1
WOM102645,2023-06-17 06:51:00,Hyderabad West,Harassment,Police_Report,1,4,7902,42.5,6,5,1
WOM102646,2023-04-24 22:34:00,Bhopal North,Assault,News,2,5,8713,54.4,22,0,0
WOM102647,2023-11-25 16:34:00,Lucknow Central,Abduction,Police_Report,1,2,12187,69.7,16,5,0
WOM102648,2023-12-20 18:52:00,Lucknow Central,Domestic Violence,Police_Report,2,2,11192,65.6,18,2,0
WOM102649,2023-07-20 13:36:00,Bengaluru East,Harassment,Police_Report,2,3,9344,26.1,13,3,1
WOM102650,2023-04-09 04:05:00,Delhi Central,Harassment,News,3,4,8611,84.3,4,6,0
WOM102651,2023-11-08 20:36:00,Delhi Central,Assault,News,5,4,10082,68.7,20,2,0
WOM102652,2023-02-13 09:47:00,Bhopal North,Abduction,Police_Report,1,3,13974,50.6,9,0,0
WOM102653,2023-02-09 16:14:00,Chennai Central,Molestation,Police_Report,2,2,12065,70.2,16,3,0
WOM102654,2023-04-03 11:32:00,Mumbai South,Domestic Violence,Social_Media,2,3,10037,36.2,11,0,0
WOM102655,2023-06-17 12:25:00,Hyderabad West,Assault,Social_Media,2,3,9329,62.7,12,5,0
WOM102656,2023-05-15 01:49:00,Pune North,Harassment,Police_Report,1,3,20575,21.0,1,0,1
WOM102657,2023-05-01 20:37:00,Delhi Central,Harassment,Social_Media,2,2,9693,45.4,20,0,0
WOM102658,2023-10-28 16:35:00,Hyderabad West,Assault,Police_Report,2,5,14084,70.5,16,5,0
WOM102659,2023-12-11 10:53:00,Jaipur South,Rape,Police_Report,4,2,21854,43.1,10,0,1
WOM102660,2023-07-24 04:25:00,Chennai Central,Assault,Police_Report,2,5,14764,43.8,4,0,0
WOM102661,2023-12-14 06:58:00,Pune North,Abduction,Social_Media,1,5,13896,40.9,6,3,0
WOM102662,2023-06-29 00:43:00,Bhopal North,Rape,Social_Media,3,3,16941,47.0,0,3,0
WOM102663,2023-08-08 15:15:00,Hyderabad West,Molestation,Social_Media,1,4,17566,34.8,15,1,1
WOM102664,2023-01-09 21:48:00,Bengaluru East,Harassment,Social_Media,1,3,11891,73.7,21,0,0
WOM102665,2023-12-25 21:55:00,Pune North,Harassment,Police_Report,2,2,6686,32.0,21,0,0
WOM102666,2023-06-05 04:21:00,Bhopal North,Assault,Social_Media,1,4,11380,54.9,4,0,0
WOM102667,2023-11-01 05:20:00,Lucknow Central,Domestic Violence,Police_Report,1,4,14320,62.7,5,2,1
WOM102668,2023-10-15 04:03:00,Bhopal North,Molestation,Social_Media,2,2,10622,39.0,4,6,0
WOM102669,2023-09-11 05:42:00,Bhopal North,Harassment,Police_Report,3,2,11073,28.2,5,0,0
WOM102670,2023-07-15 15:55:00,Pune North,Harassment,Social_Media,1,3,18474,41.3,15,5,0
WOM102671,2023-08-23 23:44:00,Chennai Central,Rape,Social_Media,2,2,15143,44.1,23,2,1
WOM102672,2023-06-16 11:19:00,Pune North,Domestic Violence,Social_Media,1,5,14362,63.8,11,4,1
WOM102673,2023-07-04 17:30:00,Kolkata North,Molestation,Social_Media,3,5,7858,47.8,17,1,0
WOM102674,2023-11-01 03:00:00,Mumbai South,Assault,Police_Report,2,4,11018,50.0,3,2,1
WOM102675,2023-02-05 16:14:00,Chennai Central,Assault,Social_Media,3,3,13531,28.9,16,6,1
WOM102676,2023-03-21 10:37:00,Bengaluru East,Harassment,Police_Report,1,3,14609,47.1,10,1,0
WOM102677,2023-06-22 14:32:00,Chennai Central,Harassment,News,2,4,18352,71.5,14,3,1
WOM102678,2023-09-26 13:21:00,Jaipur South,Abduction,Social_Media,3,2,14677,66.4,13,1,1
WOM102679,2023-10-21 23:32:00,Bengaluru East,Assault,Police_Report,3,3,9843,42.5,23,5,0
WOM102680,2023-07-23 04:15:00,Lucknow Central,Harassment,Social_Media,4,4,19524,62.5,4,6,0
WOM102681,2023-10-13 12:04:00,Pune North,Rape,Police_Report,1,4,10890,47.9,12,4,1
WOM102682,2023-01-21 08:56:00,Bhopal North,Harassment,News,3,5,15665,57.6,8,5,0
WOM102683,2023-02-08 10:30:00,Pune North,Domestic Violence,Social_Media,1,4,9695,45.6,10,2,1
WOM102684,2023-12-21 11:50:00,Jaipur South,Harassment,Police_Report,1,2,8892,35.5,11,3,0
WOM102685,2023-02-12 12:40:00,Hyderabad West,Rape,Police_Report,2,2,6581,34.7,12,6,0
WOM102686,2023-10-05 08:11:00,Jaipur South,Harassment,Police_Report,4,2,6864,57.9,8,3,0
WOM102687,2023-05-06 19:56:00,Kolkata North,Domestic Violence,Social_Media,1,2,10101,10.3,19,5,0
WOM102688,2023-08-07 18:14:00,Bhopal North,Harassment,Social_Media,2,4,17232,66.0,18,0,0
WOM102689,2023-11-09 08:03:00,Bhopal North,Assault,Police_Report,2,3,13051,46.4,8,3,0
WOM102690,2023-05-09 05:06:00,Delhi Central,Domestic Violence,Social_Media,3,4,4892,40.4,5,1,0
WOM102691,2023-09-21 05:19:00,Hyderabad West,Harassment,Police_Report,4,3,15322,65.0,5,3,1
WOM102692,2023-11-03 06:48:00,Delhi Central,Harassment,Police_Report,1,3,11982,8.5,6,4,1
WOM102693,2023-07-09 21:32:00,Lucknow Central,Rape,Police_Report,4,3,18066,56.9,21,6,0
WOM102694,2023-06-17 06:13:00,Mumbai South,Rape,Police_Report,1,5,10033,74.6,6,5,1
WOM102695,2023-05-03 17:43:00,Mumbai South,Harassment,Police_Report,2,2,8380,29.4,17,2,1
WOM102696,2023-03-04 17:06:00,Pune North,Harassment,Police_Report,2,5,18932,43.2,17,5,1
WOM102697,2023-03-06 10:09:00,Mumbai South,Harassment,Police_Report,2,4,16014,56.8,10,0,0
WOM102698,2023-03-02 14:25:00,Bhopal North,Harassment,News,4,5,5160,26.4,14,3,0
WOM102699,2023-02-06 09:48:00,Jaipur South,Molestation,Police_Report,1,3,13444,53.7,9,0,0
WOM102700,2023-02-04 01:47:00,Hyderabad West,Abduction,Police_Report,2,4,5170,90.3,1,5,0
WOM102701,2023-03-19 22:17:00,Pune North,Assault,Police_Report,3,2,15822,54.9,22,6,1
WOM102702,2023-10-18 09:44:00,Pune North,Molestation,Police_Report,5,3,7547,54.4,9,2,1
WOM102703,2023-04-10 07:00:00,Hyderabad West,Abduction,Police_Report,2,2,6985,31.9,7,0,1
WOM102704,2023-12-15 20:47:00,Bhopal North,Domestic Violence,Police_Report,1,5,17550,69.9,20,4,0
WOM102705,2023-08-22 22:11:00,Lucknow Central,Assault,Social_Media,1,2,13655,9.1,22,1,0
WOM102706,2023-05-26 08:49:00,Lucknow Central,Assault,Social_Media,1,4,14943,49.5,8,4,1
WOM102707,2023-06-28 17:14:00,Pune North,Abduction,Police_Report,1,3,10064,63.7,17,2,1
WOM102708,2023-12-30 11:26:00,Lucknow Central,Harassment,Police_Report,3,2,11677,12.5,11,5,0
WOM102709,2023-02-12 12:15:00,Bhopal North,Harassment,Police_Report,2,5,18271,19.8,12,6,1
WOM102710,2023-08-05 08:53:00,Kolkata North,Harassment,Police_Report,1,4,13283,27.8,8,5,1
WOM102711,2023-04-28 17:30:00,Kolkata North,Harassment,Social_Media,1,3,21321,70.6,17,4,0
WOM102712,2023-05-04 02:01:00,Delhi Central,Abduction,Social_Media,4,5,11217,40.5,2,3,1
WOM102713,2023-04-07 08:11:00,Chennai Central,Abduction,Social_Media,1,3,15839,63.4,8,4,0
WOM102714,2023-11-12 03:50:00,Bengaluru East,Assault,Police_Report,2,2,16438,61.0,3,6,0
WOM102715,2023-08-24 16:24:00,Mumbai South,Harassment,News,2,5,12788,25.1,16,3,0
WOM102716,2023-10-23 20:09:00,Lucknow Central,Domestic Violence,Police_Report,2,5,17449,44.2,20,0,1
WOM102717,2023-03-20 22:48:00,Kolkata North,Harassment,Police_Report,3,2,9859,46.6,22,0,1
WOM102718,2023-08-03 07:37:00,Jaipur South,Abduction,Police_Report,2,5,15450,57.7,7,3,1
WOM102719,2023-12-07 20:34:00,Hyderabad West,Domestic Violence,Social_Media,2,5,7843,53.4,20,3,1
WOM102720,2023-09-22 07:16:00,Chennai Central,Harassment,Social_Media,1,5,6945,49.0,7,4,1
WOM102721,2023-07-06 21:50:00,Delhi Central,Domestic Violence,Police_Report,1,2,12157,67.5,21,3,1
WOM102722,2023-06-23 02:03:00,Bengaluru East,Domestic Violence,Police_Report,2,2,11485,67.3,2,4,0
WOM102723,2023-05-17 09:36:00,Kolkata North,Harassment,Social_Media,1,3,7570,28.3,9,2,1
WOM102724,2023-01-17 00:51:00,Delhi Central,Harassment,News,5,2,15060,43.3,0,1,0
WOM102725,2023-02-22 09:31:00,Chennai Central,Molestation,Police_Report,2,5,18246,50.5,9,2,0
WOM102726,2023-01-14 04:30:00,Hyderabad West,Harassment,Social_Media,1,2,10705,51.3,4,5,1
WOM102727,2023-09-02 17:34:00,Mumbai South,Rape,Police_Report,1,5,16164,58.3,17,5,0
WOM102728,2023-06-23 23:41:00,Kolkata North,Abduction,Social_Media,2,5,9461,55.6,23,4,0
WOM102729,2023-09-15 05:36:00,Hyderabad West,Harassment,Police_Report,3,5,11202,58.9,5,4,0
WOM102730,2023-03-28 18:12:00,Bengaluru East,Harassment,Police_Report,3,2,11804,60.7,18,1,0
WOM102731,2023-07-06 04:03:00,Lucknow Central,Assault,Social_Media,2,5,15335,45.8,4,3,0
WOM102732,2023-03-20 11:20:00,Chennai Central,Assault,News,2,3,11673,44.9,11,0,1
WOM102733,2023-12-09 12:16:00,Bengaluru East,Domestic Violence,Police_Report,4,4,4008,70.9,12,5,0
WOM102734,2023-12-21 01:30:00,Mumbai South,Molestation,Police_Report,1,4,16799,42.6,1,3,0
WOM102735,2023-11-01 03:45:00,Hyderabad West,Rape,Police_Report,2,3,12455,61.1,3,2,1
WOM102736,2023-02-28 19:43:00,Bhopal North,Harassment,Police_Report,1,4,2810,38.7,19,1,0
WOM102737,2023-12-10 20:44:00,Mumbai South,Rape,Social_Media,2,3,17682,55.0,20,6,0
WOM102738,2023-10-16 02:01:00,Pune North,Rape,Police_Report,1,2,17896,56.1,2,0,0
WOM102739,2023-07-20 20:20:00,Kolkata North,Molestation,Social_Media,2,4,7684,59.7,20,3,0
WOM102740,2023-06-25 21:57:00,Lucknow Central,Assault,Police_Report,1,3,6328,73.9,21,6,0
WOM102741,2023-05-17 00:37:00,Chennai Central,Domestic Violence,News,1,3,16571,35.0,0,2,0
WOM102742,2023-08-29 18:29:00,Jaipur South,Abduction,Police_Report,3,5,16578,52.2,18,1,0
WOM102743,2023-12-01 12:45:00,Hyderabad West,Assault,Police_Report,3,2,13928,59.9,12,4,1
WOM102744,2023-10-31 19:10:00,Bhopal North,Molestation,Police_Report,2,3,10218,60.0,19,1,0
WOM102745,2023-09-06 21:22:00,Jaipur South,Harassment,Social_Media,1,4,8833,45.4,21,2,0
WOM102746,2023-04-08 03:23:00,Kolkata North,Harassment,Police_Report,2,5,14400,55.8,3,5,1
WOM102747,2023-04-18 21:04:00,Kolkata North,Rape,Police_Report,2,5,9436,49.7,21,1,0
WOM102748,2023-11-20 01:46:00,Chennai Central,Harassment,News,2,5,9460,61.1,1,0,0
WOM102749,2023-03-17 00:42:00,Bhopal North,Rape,News,2,2,15135,48.8,0,4,0
WOM102750,2023-02-07 13:50:00,Kolkata North,Domestic Violence,Social_Media,2,3,15930,49.0,13,1,1
WOM102751,2023-04-11 17:31:00,Jaipur South,Harassment,Police_Report,3,2,18003,54.1,17,1,0
WOM102752,2023-01-20 16:08:00,Bhopal North,Assault,Police_Report,1,3,4722,42.5,16,4,0
WOM102753,2023-07-10 23:31:00,Jaipur South,Domestic Violence,Social_Media,2,5,10005,38.6,23,0,1
WOM102754,2023-02-11 03:14:00,Mumbai South,Abduction,Police_Report,4,4,10633,30.1,3,5,0
WOM102755,2023-06-07 17:35:00,Bengaluru East,Molestation,Police_Report,1,4,11928,48.0,17,2,0
WOM102756,2023-08-23 23:25:00,Bhopal North,Rape,Police_Report,2,2,6913,39.0,23,2,0
WOM102757,2023-03-02 12:58:00,Delhi Central,Assault,News,1,5,14269,45.6,12,3,0
WOM102758,2023-06-14 06:42:00,Bengaluru East,Harassment,Police_Report,2,3,19557,68.6,6,2,0
WOM102759,2023-07-29 00:54:00,Bengaluru East,Molestation,Social_Media,2,2,7231,46.0,0,5,0
WOM102760,2023-09-07 02:30:00,Bhopal North,Abduction,Police_Report,2,5,12754,68.9,2,3,0
WOM102761,2023-09-25 23:33:00,Lucknow Central,Harassment,Social_Media,2,2,17020,55.8,23,0,0
WOM102762,2023-03-27 22:45:00,Kolkata North,Rape,Social_Media,3,4,11049,45.8,22,0,0
WOM102763,2023-09-26 18:25:00,Mumbai South,Rape,Police_Report,2,5,9067,34.7,18,1,0
WOM102764,2023-03-31 03:49:00,Lucknow Central,Abduction,Police_Report,2,2,12713,48.3,3,4,1
WOM102765,2023-05-17 23:07:00,Lucknow Central,Assault,Social_Media,3,3,14935,44.0,23,2,0
WOM102766,2023-12-08 22:42:00,Delhi Central,Domestic Violence,Police_Report,2,4,6946,67.8,22,4,1
WOM102767,2023-06-30 17:00:00,Hyderabad West,Domestic Violence,Social_Media,2,3,16145,79.5,17,4,0
WOM102768,2023-10-20 12:17:00,Bhopal North,Rape,Social_Media,5,2,11150,65.5,12,4,0
WOM102769,2023-07-25 16:48:00,Jaipur South,Molestation,Police_Report,1,5,9331,38.9,16,1,0
WOM102770,2023-02-17 12:31:00,Kolkata North,Abduction,Police_Report,2,4,5867,50.8,12,4,0
WOM102771,2023-02-08 17:05:00,Lucknow Central,Domestic Violence,Police_Report,5,3,9388,46.6,17,2,0
WOM102772,2023-02-04 18:41:00,Mumbai South,Molestation,Social_Media,4,3,9572,41.2,18,5,1
WOM102773,2023-05-31 03:24:00,Hyderabad West,Harassment,Police_Report,2,5,7220,48.6,3,2,0
WOM102774,2023-10-06 18:15:00,Delhi Central,Harassment,News,4,2,13895,48.0,18,4,0
WOM102775,2023-07-27 04:15:00,Pune North,Rape,News,1,3,12588,77.6,4,3,1
WOM102776,2023-03-19 03:26:00,Kolkata North,Harassment,Police_Report,1,2,15923,54.9,3,6,1
WOM102777,2023-11-13 20:45:00,Pune North,Harassment,Police_Report,1,2,14859,62.4,20,0,1
WOM102778,2023-10-16 00:38:00,Bengaluru East,Harassment,Police_Report,3,2,9439,65.7,0,0,1
WOM102779,2023-10-22 19:28:00,Lucknow Central,Assault,News,2,5,10744,61.3,19,6,0
WOM102780,2023-11-01 11:38:00,Chennai Central,Harassment,Police_Report,4,2,9018,70.5,11,2,0
WOM102781,2023-12-14 01:57:00,Kolkata North,Assault,Police_Report,2,4,5614,44.4,1,3,1
WOM102782,2023-04-21 06:03:00,Jaipur South,Molestation,Social_Media,2,5,13535,64.4,6,4,0
WOM102783,2023-01-16 16:41:00,Hyderabad West,Domestic Violence,Police_Report,2,3,12663,79.4,16,0,1
WOM102784,2023-10-13 13:56:00,Mumbai South,Domestic Violence,Police_Report,3,5,9567,39.2,13,4,0
WOM102785,2023-04-07 16:27:00,Kolkata North,Harassment,Police_Report,2,3,15221,44.9,16,4,0
WOM102786,2023-07-15 17:34:00,Jaipur South,Domestic Violence,Social_Media,3,4,10641,43.8,17,5,1
WOM102787,2023-09-15 12:58:00,Bhopal North,Domestic Violence,Police_Report,2,2,16931,82.3,12,4,0
WOM102788,2023-04-15 22:14:00,Pune North,Domestic Violence,Police_Report,2,2,11382,34.0,22,5,1
WOM102789,2023-10-31 05:59:00,Bhopal North,Harassment,News,3,2,6821,51.7,5,1,0
WOM102790,2023-12-16 01:28:00,Hyderabad West,Assault,Police_Report,2,2,18090,57.4,1,5,1
WOM102791,2023-11-29 16:43:00,Delhi Central,Rape,Social_Media,3,5,13462,41.8,16,2,1
WOM102792,2023-08-29 02:20:00,Lucknow Central,Domestic Violence,Police_Report,2,4,8213,35.1,2,1,0
WOM102793,2023-10-09 14:33:00,Kolkata North,Domestic Violence,Police_Report,1,3,10391,37.7,14,0,0
WOM102794,2023-02-17 10:43:00,Chennai Central,Abduction,Police_Report,2,5,8682,46.2,10,4,1
WOM102795,2023-07-18 14:00:00,Pune North,Assault,Police_Report,3,2,15965,42.0,14,1,1
WOM102796,2023-10-14 17:58:00,Pune North,Domestic Violence,Police_Report,1,2,3671,71.6,17,5,1
WOM102797,2023-10-18 14:18:00,Kolkata North,Harassment,Police_Report,5,2,13113,42.1,14,2,1
WOM102798,2023-02-08 18:41:00,Bengaluru East,Domestic Violence,Police_Report,1,3,5128,42.0,18,2,0
WOM102799,2023-09-29 06:42:00,Bhopal North,Molestation,Police_Report,1,3,4459,55.9,6,4,0
WOM102800,2023-05-19 01:04:00,Pune North,Domestic Violence,Police_Report,5,5,13642,54.4,1,4,1
WOM102801,2023-03-16 08:56:00,Jaipur South,Harassment,Police_Report,1,4,7158,2.2,8,3,0
WOM102802,2023-03-06 10:04:00,Mumbai South,Harassment,Police_Report,1,3,14789,37.0,10,0,1
WOM102803,2023-11-07 06:30:00,Lucknow Central,Domestic Violence,Social_Media,1,5,15857,42.4,6,1,0
WOM102804,2023-12-08 18:28:00,Pune North,Rape,Police_Report,2,3,10212,34.8,18,4,1
WOM102805,2023-09-13 17:06:00,Jaipur South,Abduction,Police_Report,2,5,13954,64.4,17,2,1
WOM102806,2023-01-03 13:36:00,Hyderabad West,Abduction,Social_Media,4,2,17894,27.6,13,1,0
WOM102807,2023-03-29 17:10:00,Hyderabad West,Harassment,Police_Report,3,3,8166,65.8,17,2,1
WOM102808,2023-02-01 18:20:00,Lucknow Central,Domestic Violence,Police_Report,2,2,15447,18.3,18,2,1
WOM102809,2023-03-16 00:51:00,Bengaluru East,Domestic Violence,Police_Report,2,4,8888,51.2,0,3,0
WOM102810,2023-10-04 12:12:00,Chennai Central,Molestation,News,3,2,12014,73.5,12,2,0
WOM102811,2023-11-22 15:47:00,Lucknow Central,Assault,Police_Report,2,4,9510,41.1,15,2,0
WOM102812,2023-11-27 10:28:00,Delhi Central,Domestic Violence,Social_Media,1,3,9658,50.4,10,0,1
WOM102813,2023-08-17 07:45:00,Bengaluru East,Assault,Social_Media,4,4,10562,65.4,7,3,0
WOM102814,2023-11-06 06:56:00,Pune North,Abduction,Police_Report,1,2,9603,65.0,6,0,1
WOM102815,2023-03-20 02:52:00,Lucknow Central,Rape,Social_Media,1,3,11475,54.5,2,0,1
WOM102816,2023-01-21 21:39:00,Bhopal North,Harassment,Police_Report,1,5,16675,47.3,21,5,1
WOM102817,2023-10-21 20:57:00,Hyderabad West,Assault,Police_Report,4,3,6490,47.1,20,5,0
WOM102818,2023-07-08 11:20:00,Jaipur South,Domestic Violence,Police_Report,3,5,13714,29.1,11,5,0
WOM102819,2023-11-29 20:56:00,Lucknow Central,Abduction,Social_Media,2,2,7686,34.6,20,2,0
WOM102820,2023-03-05 10:08:00,Bhopal North,Harassment,Police_Report,2,3,7931,50.5,10,6,0
WOM102821,2023-08-01 03:45:00,Bengaluru East,Assault,Police_Report,3,5,4579,54.1,3,1,1
WOM102822,2023-11-14 20:39:00,Delhi Central,Abduction,Social_Media,2,2,16306,88.6,20,1,0
WOM102823,2023-01-24 23:40:00,Jaipur South,Molestation,Social_Media,3,4,11035,61.7,23,1,0
WOM102824,2023-04-20 10:48:00,Mumbai South,Harassment,News,2,5,8404,44.8,10,3,0
WOM102825,2023-02-28 19:40:00,Delhi Central,Rape,Police_Report,1,4,12519,57.7,19,1,1
WOM102826,2023-08-25 13:56:00,Pune North,Harassment,Police_Report,2,3,10604,23.5,13,4,0
WOM102827,2023-09-28 16:10:00,Bhopal North,Harassment,Police_Report,2,5,16405,51.3,16,3,0
WOM102828,2023-10-03 01:27:00,Lucknow Central,Harassment,Social_Media,3,2,7929,60.3,1,1,1
WOM102829,2023-02-01 22:42:00,Lucknow Central,Rape,Police_Report,3,2,11434,60.4,22,2,1
WOM102830,2023-02-04 14:12:00,Kolkata North,Harassment,News,2,4,15402,49.0,14,5,1
WOM102831,2023-10-16 18:42:00,Hyderabad West,Domestic Violence,Police_Report,4,2,7738,58.5,18,0,0
WOM102832,2023-06-29 02:26:00,Pune North,Assault,News,4,3,10155,46.0,2,3,1
WOM102833,2023-03-17 15:46:00,Bhopal North,Molestation,Social_Media,2,3,6890,55.9,15,4,0
WOM102834,2023-02-16 07:08:00,Lucknow Central,Rape,News,2,4,8527,35.9,7,3,0
WOM102835,2023-03-10 18:03:00,Mumbai South,Domestic Violence,Police_Report,2,5,5783,33.1,18,4,0
WOM102836,2023-06-03 02:22:00,Jaipur South,Rape,Police_Report,2,2,7757,69.0,2,5,0
WOM102837,2023-07-07 11:16:00,Pune North,Abduction,Police_Report,3,3,6761,47.2,11,4,1
WOM102838,2023-02-12 22:44:00,Bengaluru East,Rape,Police_Report,2,5,9329,56.6,22,6,0
WOM102839,2023-10-02 13:55:00,Mumbai South,Harassment,Police_Report,2,3,15888,38.2,13,0,0
WOM102840,2023-02-21 19:21:00,Jaipur South,Harassment,Social_Media,2,3,13120,33.1,19,1,0
WOM102841,2023-08-04 06:41:00,Chennai Central,Abduction,Police_Report,2,5,17189,41.8,6,4,0
WOM102842,2023-09-27 05:39:00,Hyderabad West,Assault,News,1,5,10451,56.4,5,2,1
WOM102843,2023-12-10 13:00:00,Pune North,Assault,Police_Report,5,2,8412,19.1,13,6,1
WOM102844,2023-07-16 10:04:00,Bhopal North,Abduction,Police_Report,1,4,11491,53.1,10,6,0
WOM102845,2023-10-28 11:20:00,Delhi Central,Assault,Police_Report,4,4,9570,60.2,11,5,0
WOM102846,2023-05-01 10:23:00,Jaipur South,Abduction,Social_Media,1,3,13643,36.8,10,0,0
WOM102847,2023-03-06 19:30:00,Bengaluru East,Harassment,Police_Report,2,4,5982,53.6,19,0,0
WOM102848,2023-06-06 12:31:00,Lucknow Central,Molestation,News,4,3,11711,52.5,12,1,1
WOM102849,2023-05-29 08:06:00,Delhi Central,Molestation,Police_Report,1,5,18015,37.0,8,0,1
WOM102850,2023-10-10 16:45:00,Mumbai South,Molestation,News,1,3,8315,47.8,16,1,0
WOM102851,2023-05-13 21:47:00,Hyderabad West,Assault,Police_Report,3,2,10236,49.8,21,5,0
WOM102852,2023-06-17 10:53:00,Bhopal North,Abduction,Police_Report,1,3,5091,36.9,10,5,0
WOM102853,2023-12-05 03:04:00,Delhi Central,Molestation,Social_Media,1,3,16438,44.8,3,1,1
WOM102854,2023-10-15 14:50:00,Bengaluru East,Molestation,Social_Media,5,2,11607,49.6,14,6,0
WOM102855,2023-08-15 00:57:00,Jaipur South,Domestic Violence,Police_Report,4,2,9920,54.3,0,1,1
WOM102856,2023-11-27 03:26:00,Bhopal North,Assault,News,3,4,12190,78.3,3,0,1
WOM102857,2023-11-01 08:02:00,Chennai Central,Abduction,Police_Report,1,5,11716,35.5,8,2,1
WOM102858,2023-09-10 00:36:00,Lucknow Central,Domestic Violence,Social_Media,1,5,9197,70.3,0,6,0
WOM102859,2023-05-04 15:28:00,Hyderabad West,Harassment,Police_Report,1,2,6382,36.5,15,3,0
WOM102860,2023-09-03 14:06:00,Delhi Central,Abduction,Police_Report,1,5,12616,50.0,14,6,1
WOM102861,2023-09-19 04:07:00,Hyderabad West,Rape,Police_Report,2,3,12059,63.8,4,1,1
WOM102862,2023-09-16 07:54:00,Hyderabad West,Domestic Violence,News,1,5,10449,56.6,7,5,0
WOM102863,2023-04-11 22:22:00,Hyderabad West,Assault,News,3,2,10778,14.7,22,1,0
WOM102864,2023-02-13 08:33:00,Jaipur South,Abduction,Police_Report,2,5,16322,66.3,8,0,0
WOM102865,2023-07-09 12:39:00,Hyderabad West,Molestation,News,2,2,13163,54.8,12,6,0
WOM102866,2023-11-24 02:17:00,Chennai Central,Abduction,Police_Report,4,4,6696,41.7,2,4,1
WOM102867,2023-08-30 01:39:00,Mumbai South,Domestic Violence,Social_Media,1,2,17157,48.0,1,2,0
WOM102868,2023-04-13 14:25:00,Bengaluru East,Domestic Violence,Police_Report,2,3,14723,56.4,14,3,0
WOM102869,2023-04-06 14:46:00,Bhopal North,Domestic Violence,Police_Report,1,3,14437,58.8,14,3,0
